t	MS	MT0	MT
19.1	-5.5853	-8.02075	-0.81546
19.11	-5.58482	-8.0208	-0.815264
19.12	-5.5843	-8.02085	-0.815066
19.13	-5.58375	-8.0209	-0.814867
19.14	-5.58317	-8.02095	-0.814666
19.15	-5.58256	-8.02101	-0.814463
19.16	-5.58191	-8.02106	-0.814259
19.17	-5.58124	-8.02112	-0.814054
19.18	-5.58054	-8.02118	-0.813848
19.19	-5.57981	-8.02124	-0.81364
19.2	-5.57904	-8.0213	-0.813432
19.21	-5.57825	-8.02137	-0.813223
19.22	-5.57744	-8.02143	-0.813013
19.23	-5.57659	-8.0215	-0.812803
19.24	-5.57572	-8.02156	-0.812592
19.25	-5.57481	-8.02163	-0.812381
19.26	-5.57389	-8.0217	-0.812171
19.27	-5.57293	-8.02177	-0.81196
19.28	-5.57195	-8.02185	-0.81175
19.29	-5.57095	-8.02192	-0.81154
19.3	-5.56992	-8.022	-0.81133
19.31	-5.56886	-8.02207	-0.811122
19.32	-5.56778	-8.02215	-0.810915
19.33	-5.56668	-8.02223	-0.810709
19.34	-5.56556	-8.02231	-0.810504
19.35	-5.56441	-8.02239	-0.810302
19.36	-5.56324	-8.02248	-0.810101
19.37	-5.56205	-8.02256	-0.809902
19.38	-5.56084	-8.02264	-0.809706
19.39	-5.55961	-8.02273	-0.809512
19.4	-5.55835	-8.02282	-0.809321
19.41	-5.55708	-8.0229	-0.809133
19.42	-5.55579	-8.02299	-0.808949
19.43	-5.55448	-8.02308	-0.808768
19.44	-5.55316	-8.02317	-0.80859
19.45	-5.55182	-8.02326	-0.808417
19.46	-5.55046	-8.02336	-0.808248
19.47	-5.54908	-8.02345	-0.808083
19.48	-5.54769	-8.02354	-0.807923
19.49	-5.54628	-8.02363	-0.807768
19.5	-5.54486	-8.02373	-0.807618
19.51	-5.54342	-8.02382	-0.807473
19.52	-5.54198	-8.02392	-0.807334
19.53	-5.54051	-8.02402	-0.8072
19.54	-5.53904	-8.02411	-0.807072
19.55	-5.53756	-8.02421	-0.806951
19.56	-5.53606	-8.02431	-0.806835
19.57	-5.53455	-8.0244	-0.806726
19.58	-5.53304	-8.0245	-0.806624
19.59	-5.53151	-8.0246	-0.806528
19.6	-5.52998	-8.02469	-0.806439
19.61	-5.52844	-8.02479	-0.806357
19.62	-5.52689	-8.02489	-0.806282
19.63	-5.52533	-8.02499	-0.806214
19.64	-5.52376	-8.02509	-0.806154
19.65	-5.5222	-8.02518	-0.806101
19.66	-5.52062	-8.02528	-0.806055
19.67	-5.51904	-8.02538	-0.806017
19.68	-5.51746	-8.02547	-0.805987
19.69	-5.51587	-8.02557	-0.805964
19.7	-5.51428	-8.02567	-0.805949
19.71	-5.51269	-8.02576	-0.805942
19.72	-5.51109	-8.02586	-0.805942
19.73	-5.5095	-8.02595	-0.80595
19.74	-5.5079	-8.02604	-0.805966
19.75	-5.50631	-8.02614	-0.805989
19.76	-5.50471	-8.02623	-0.80602
19.77	-5.50312	-8.02632	-0.806059
19.78	-5.50152	-8.02641	-0.806105
19.79	-5.49993	-8.0265	-0.806159
19.8	-5.49834	-8.02659	-0.80622
19.81	-5.49676	-8.02668	-0.806289
19.82	-5.49518	-8.02676	-0.806364
19.83	-5.4936	-8.02685	-0.806447
19.84	-5.49203	-8.02693	-0.806537
19.85	-5.49046	-8.02702	-0.806633
19.86	-5.4889	-8.0271	-0.806736
19.87	-5.48734	-8.02718	-0.806846
19.88	-5.4858	-8.02726	-0.806962
19.89	-5.48426	-8.02734	-0.807085
19.9	-5.48272	-8.02741	-0.807213
19.91	-5.4812	-8.02749	-0.807348
19.92	-5.47968	-8.02756	-0.807488
19.93	-5.47818	-8.02764	-0.807633
19.94	-5.47668	-8.02771	-0.807784
19.95	-5.4752	-8.02778	-0.80794
19.96	-5.47372	-8.02785	-0.808101
19.97	-5.47226	-8.02791	-0.808267
19.98	-5.47081	-8.02798	-0.808437
19.99	-5.46937	-8.02804	-0.808611
20	-5.46794	-8.0281	-0.80879
20.01	-5.46653	-8.02816	-0.808972
20.02	-5.46513	-8.02822	-0.809157
20.03	-5.46375	-8.02827	-0.809346
20.04	-5.46238	-8.02833	-0.809538
20.05	-5.46102	-8.02838	-0.809733
20.06	-5.45968	-8.02843	-0.809931
20.07	-5.45835	-8.02848	-0.81013
20.08	-5.45705	-8.02852	-0.810332
20.09	-5.45575	-8.02857	-0.810536
20.1	-5.45448	-8.02861	-0.810741
20.11	-5.45322	-8.02865	-0.810947
20.12	-5.45198	-8.02869	-0.811155
20.13	-5.45076	-8.02873	-0.811364
20.14	-5.44955	-8.02876	-0.811573
20.15	-5.44837	-8.02879	-0.811782
20.16	-5.4472	-8.02883	-0.811992
20.17	-5.44605	-8.02885	-0.812202
20.18	-5.44493	-8.02888	-0.812411
20.19	-5.44382	-8.02891	-0.81262
20.2	-5.44273	-8.02893	-0.812828
20.21	-5.44167	-8.02895	-0.813036
20.22	-5.44062	-8.02897	-0.813242
20.23	-5.4396	-8.02899	-0.813447
20.24	-5.4386	-8.029	-0.81365
20.25	-5.43762	-8.02901	-0.813852
20.26	-5.43666	-8.02903	-0.814051
20.27	-5.43572	-8.02904	-0.814249
20.28	-5.43481	-8.02904	-0.814444
20.29	-5.43392	-8.02905	-0.814638
20.3	-5.43305	-8.02905	-0.814828
20.31	-5.43221	-8.02905	-0.815016
20.32	-5.43139	-8.02905	-0.815201
20.33	-5.43059	-8.02905	-0.815384
20.34	-5.42982	-8.02905	-0.815563
20.35	-5.42907	-8.02904	-0.815739
20.36	-5.42834	-8.02903	-0.815912
20.37	-5.42764	-8.02902	-0.816081
20.38	-5.42696	-8.02901	-0.816247
20.39	-5.42631	-8.029	-0.816409
20.4	-5.42568	-8.02898	-0.816568
20.41	-5.42508	-8.02897	-0.816723
20.42	-5.42451	-8.02895	-0.816874
20.43	-5.42395	-8.02893	-0.817021
20.44	-5.42343	-8.02891	-0.817164
20.45	-5.42293	-8.02888	-0.817304
20.46	-5.42245	-8.02886	-0.817439
20.47	-5.422	-8.02883	-0.81757
20.48	-5.42158	-8.0288	-0.817697
20.49	-5.42118	-8.02877	-0.81782
20.5	-5.42081	-8.02874	-0.817939
20.51	-5.42046	-8.02871	-0.818054
20.52	-5.42014	-8.02867	-0.818164
20.53	-5.41984	-8.02864	-0.81827
20.54	-5.41957	-8.0286	-0.818372
20.55	-5.41933	-8.02856	-0.81847
20.56	-5.41911	-8.02852	-0.818564
20.57	-5.41892	-8.02848	-0.818653
20.58	-5.41875	-8.02844	-0.818738
20.59	-5.41861	-8.02839	-0.818818
20.6	-5.4185	-8.02835	-0.818895
20.61	-5.41841	-8.0283	-0.818967
20.62	-5.41835	-8.02825	-0.819035
20.63	-5.41831	-8.0282	-0.819099
20.64	-5.4183	-8.02815	-0.819158
20.65	-5.41831	-8.0281	-0.819213
20.66	-5.41835	-8.02804	-0.819265
20.67	-5.41841	-8.02799	-0.819312
20.68	-5.4185	-8.02793	-0.819354
20.69	-5.41862	-8.02787	-0.819393
20.7	-5.41876	-8.02782	-0.819428
20.71	-5.41892	-8.02776	-0.819458
20.72	-5.41911	-8.0277	-0.819484
20.73	-5.41933	-8.02764	-0.819507
20.74	-5.41956	-8.02757	-0.819525
20.75	-5.41983	-8.02751	-0.81954
20.76	-5.42011	-8.02744	-0.81955
20.77	-5.42042	-8.02738	-0.819556
20.78	-5.42076	-8.02731	-0.819559
20.79	-5.42112	-8.02725	-0.819558
20.8	-5.4215	-8.02718	-0.819552
20.81	-5.4219	-8.02711	-0.819543
20.82	-5.42233	-8.02704	-0.81953
20.83	-5.42278	-8.02697	-0.819513
20.84	-5.42326	-8.0269	-0.819493
20.85	-5.42375	-8.02683	-0.819469
20.86	-5.42427	-8.02675	-0.819441
20.87	-5.42481	-8.02668	-0.819409
20.88	-5.42537	-8.02661	-0.819373
20.89	-5.42595	-8.02653	-0.819334
20.9	-5.42655	-8.02645	-0.819291
20.91	-5.42718	-8.02638	-0.819245
20.92	-5.42782	-8.0263	-0.819195
20.93	-5.42849	-8.02622	-0.819141
20.94	-5.42917	-8.02615	-0.819084
20.95	-5.42988	-8.02607	-0.819023
20.96	-5.4306	-8.02599	-0.818959
20.97	-5.43134	-8.02591	-0.818891
20.98	-5.43211	-8.02583	-0.81882
20.99	-5.43289	-8.02575	-0.818745
21	-5.43368	-8.02567	-0.818666
21.01	-5.4345	-8.02559	-0.818584
21.02	-5.43533	-8.02551	-0.818499
21.03	-5.43619	-8.02543	-0.81841
21.04	-5.43705	-8.02535	-0.818318
21.05	-5.43794	-8.02526	-0.818222
21.06	-5.43884	-8.02518	-0.818123
21.07	-5.43975	-8.0251	-0.818021
21.08	-5.44068	-8.02502	-0.817915
21.09	-5.44163	-8.02493	-0.817806
21.1	-5.44259	-8.02485	-0.817694
21.11	-5.44356	-8.02477	-0.817578
21.12	-5.44455	-8.02469	-0.81746
21.13	-5.44555	-8.0246	-0.817338
21.14	-5.44657	-8.02452	-0.817212
21.15	-5.4476	-8.02444	-0.817084
21.16	-5.44864	-8.02436	-0.816953
21.17	-5.44969	-8.02427	-0.816818
21.18	-5.45075	-8.02419	-0.816681
21.19	-5.45183	-8.02411	-0.816541
21.2	-5.45291	-8.02403	-0.816398
21.21	-5.45401	-8.02395	-0.816252
21.22	-5.45511	-8.02387	-0.816104
21.23	-5.45622	-8.02379	-0.815952
21.24	-5.45735	-8.02371	-0.815799
21.25	-5.45848	-8.02363	-0.815643
21.26	-5.45962	-8.02355	-0.815484
21.27	-5.46077	-8.02347	-0.815324
21.28	-5.46192	-8.02339	-0.815161
21.29	-5.46308	-8.02332	-0.814996
21.3	-5.46425	-8.02324	-0.81483
21.31	-5.46543	-8.02316	-0.814662
21.32	-5.46661	-8.02309	-0.814492
21.33	-5.46779	-8.02301	-0.81432
21.34	-5.46898	-8.02294	-0.814148
21.35	-5.47017	-8.02287	-0.813974
21.36	-5.47137	-8.0228	-0.813799
21.37	-5.47257	-8.02272	-0.813623
21.38	-5.47377	-8.02265	-0.813447
21.39	-5.47498	-8.02259	-0.81327
21.4	-5.47619	-8.02252	-0.813093
21.41	-5.4774	-8.02245	-0.812916
21.42	-5.47861	-8.02239	-0.812738
21.43	-5.47982	-8.02232	-0.812561
21.44	-5.48103	-8.02226	-0.812385
21.45	-5.48224	-8.02219	-0.812209
21.46	-5.48346	-8.02213	-0.812034
21.47	-5.48467	-8.02207	-0.811859
21.48	-5.48587	-8.02201	-0.811687
21.49	-5.48708	-8.02196	-0.811515
21.5	-5.48828	-8.0219	-0.811345
21.51	-5.48949	-8.02185	-0.811177
21.52	-5.49068	-8.02179	-0.811011
21.53	-5.49188	-8.02174	-0.810848
21.54	-5.49307	-8.02169	-0.810686
21.55	-5.49425	-8.02164	-0.810528
21.56	-5.49544	-8.02159	-0.810372
21.57	-5.49661	-8.02155	-0.810219
21.58	-5.49778	-8.0215	-0.810069
21.59	-5.49894	-8.02146	-0.809923
21.6	-5.5001	-8.02142	-0.80978
21.61	-5.50125	-8.02138	-0.809641
21.62	-5.50239	-8.02134	-0.809506
21.63	-5.50353	-8.0213	-0.809375
21.64	-5.50466	-8.02127	-0.809248
21.65	-5.50577	-8.02123	-0.809126
21.66	-5.50688	-8.0212	-0.809008
21.67	-5.50798	-8.02117	-0.808894
21.68	-5.50907	-8.02114	-0.808786
21.69	-5.51015	-8.02112	-0.808682
21.7	-5.51122	-8.02109	-0.808584
21.71	-5.51228	-8.02107	-0.80849
21.72	-5.51333	-8.02105	-0.808402
21.73	-5.51436	-8.02103	-0.80832
21.74	-5.51538	-8.02101	-0.808242
21.75	-5.5164	-8.02099	-0.80817
21.76	-5.51739	-8.02098	-0.808104
21.77	-5.51838	-8.02096	-0.808044
21.78	-5.51935	-8.02095	-0.807989
21.79	-5.52031	-8.02094	-0.80794
21.8	-5.52125	-8.02093	-0.807897
21.81	-5.52218	-8.02093	-0.807859
21.82	-5.5231	-8.02092	-0.807827
21.83	-5.524	-8.02092	-0.807802
21.84	-5.52488	-8.02092	-0.807782
21.85	-5.52575	-8.02092	-0.807768
21.86	-5.52661	-8.02092	-0.807759
21.87	-5.52744	-8.02092	-0.807757
21.88	-5.52827	-8.02093	-0.80776
21.89	-5.52907	-8.02094	-0.807769
21.9	-5.52986	-8.02094	-0.807784
21.91	-5.53063	-8.02095	-0.807804
21.92	-5.53138	-8.02097	-0.80783
21.93	-5.53211	-8.02098	-0.807862
21.94	-5.53283	-8.02099	-0.807899
21.95	-5.53353	-8.02101	-0.807941
21.96	-5.53421	-8.02103	-0.807989
21.97	-5.53487	-8.02105	-0.808041
21.98	-5.53552	-8.02107	-0.808099
21.99	-5.53614	-8.02109	-0.808162
22	-5.53675	-8.02111	-0.80823
22.01	-5.53733	-8.02114	-0.808302
22.02	-5.5379	-8.02117	-0.808379
22.03	-5.53844	-8.02119	-0.80846
22.04	-5.53897	-8.02122	-0.808546
22.05	-5.53947	-8.02125	-0.808636
22.06	-5.53996	-8.02128	-0.80873
22.07	-5.54043	-8.02132	-0.808828
22.08	-5.54087	-8.02135	-0.80893
22.09	-5.5413	-8.02139	-0.809035
22.1	-5.5417	-8.02142	-0.809144
22.11	-5.54208	-8.02146	-0.809256
22.12	-5.54244	-8.0215	-0.809371
22.13	-5.54278	-8.02154	-0.80949
22.14	-5.5431	-8.02158	-0.809611
22.15	-5.5434	-8.02163	-0.809735
22.16	-5.54368	-8.02167	-0.809861
22.17	-5.54393	-8.02171	-0.80999
22.18	-5.54417	-8.02176	-0.810121
22.19	-5.54438	-8.02181	-0.810254
22.2	-5.54457	-8.02185	-0.810389
22.21	-5.54474	-8.0219	-0.810526
22.22	-5.54489	-8.02195	-0.810664
22.23	-5.54502	-8.022	-0.810804
22.24	-5.54512	-8.02205	-0.810945
22.25	-5.54521	-8.02211	-0.811087
22.26	-5.54527	-8.02216	-0.81123
22.27	-5.54531	-8.02221	-0.811374
22.28	-5.54533	-8.02227	-0.811519
22.29	-5.54532	-8.02232	-0.811664
22.3	-5.5453	-8.02238	-0.81181
22.31	-5.54526	-8.02244	-0.811956
22.32	-5.54519	-8.0225	-0.812102
22.33	-5.5451	-8.02255	-0.812249
22.34	-5.54499	-8.02261	-0.812395
22.35	-5.54486	-8.02267	-0.812541
22.36	-5.54471	-8.02273	-0.812687
22.37	-5.54454	-8.0228	-0.812833
22.38	-5.54434	-8.02286	-0.812978
22.39	-5.54413	-8.02292	-0.813122
22.4	-5.5439	-8.02298	-0.813266
22.41	-5.54364	-8.02305	-0.813409
22.42	-5.54337	-8.02311	-0.813551
22.43	-5.54307	-8.02318	-0.813692
22.44	-5.54276	-8.02324	-0.813832
22.45	-5.54242	-8.02331	-0.813971
22.46	-5.54206	-8.02337	-0.814109
22.47	-5.54169	-8.02344	-0.814245
22.48	-5.5413	-8.02351	-0.81438
22.49	-5.54088	-8.02357	-0.814514
22.5	-5.54045	-8.02364	-0.814646
22.51	-5.54	-8.02371	-0.814777
22.52	-5.53953	-8.02378	-0.814905
22.53	-5.53904	-8.02385	-0.815033
22.54	-5.53853	-8.02392	-0.815158
22.55	-5.53801	-8.02399	-0.815282
22.56	-5.53747	-8.02406	-0.815404
22.57	-5.53691	-8.02413	-0.815523
22.58	-5.53633	-8.0242	-0.815641
22.59	-5.53574	-8.02427	-0.815757
22.6	-5.53513	-8.02434	-0.815871
22.61	-5.5345	-8.02441	-0.815982
22.62	-5.53385	-8.02448	-0.816092
22.63	-5.5332	-8.02455	-0.816199
22.64	-5.53252	-8.02462	-0.816304
22.65	-5.53183	-8.02469	-0.816406
22.66	-5.53112	-8.02476	-0.816507
22.67	-5.5304	-8.02483	-0.816604
22.68	-5.52967	-8.0249	-0.8167
22.69	-5.52892	-8.02497	-0.816793
22.7	-5.52815	-8.02504	-0.816883
22.71	-5.52737	-8.02511	-0.816971
22.72	-5.52658	-8.02518	-0.817056
22.73	-5.52578	-8.02525	-0.817138
22.74	-5.52496	-8.02532	-0.817218
22.75	-5.52413	-8.02539	-0.817295
22.76	-5.52329	-8.02546	-0.817369
22.77	-5.52244	-8.02553	-0.817441
22.78	-5.52157	-8.0256	-0.81751
22.79	-5.5207	-8.02567	-0.817576
22.8	-5.51981	-8.02574	-0.817639
22.81	-5.51892	-8.0258	-0.817699
22.82	-5.51801	-8.02587	-0.817756
22.83	-5.51709	-8.02594	-0.81781
22.84	-5.51617	-8.02601	-0.817861
22.85	-5.51523	-8.02607	-0.817909
22.86	-5.51429	-8.02614	-0.817954
22.87	-5.51334	-8.0262	-0.817996
22.88	-5.51238	-8.02626	-0.818034
22.89	-5.51141	-8.02633	-0.81807
22.9	-5.51043	-8.02639	-0.818102
22.91	-5.50945	-8.02645	-0.818131
22.92	-5.50846	-8.02651	-0.818157
22.93	-5.50747	-8.02657	-0.81818
22.94	-5.50647	-8.02663	-0.818199
22.95	-5.50546	-8.02669	-0.818215
22.96	-5.50445	-8.02675	-0.818228
22.97	-5.50344	-8.02681	-0.818238
22.98	-5.50242	-8.02686	-0.818243
22.99	-5.5014	-8.02692	-0.818246
23	-5.50037	-8.02697	-0.818245
23.01	-5.49934	-8.02703	-0.818241
23.02	-5.49831	-8.02708	-0.818233
23.03	-5.49727	-8.02713	-0.818222
23.04	-5.49624	-8.02718	-0.818207
23.05	-5.4952	-8.02723	-0.818189
23.06	-5.49416	-8.02728	-0.818168
23.07	-5.49312	-8.02732	-0.818142
23.08	-5.49208	-8.02737	-0.818114
23.09	-5.49103	-8.02741	-0.818081
23.1	-5.48999	-8.02745	-0.818045
23.11	-5.48895	-8.02749	-0.818006
23.12	-5.48791	-8.02753	-0.817963
23.13	-5.48688	-8.02757	-0.817917
23.14	-5.48584	-8.02761	-0.817867
23.15	-5.48481	-8.02765	-0.817813
23.16	-5.48377	-8.02768	-0.817756
23.17	-5.48275	-8.02771	-0.817695
23.18	-5.48172	-8.02774	-0.817631
23.19	-5.4807	-8.02778	-0.817563
23.2	-5.47968	-8.0278	-0.817492
23.21	-5.47867	-8.02783	-0.817418
23.22	-5.47766	-8.02786	-0.81734
23.23	-5.47665	-8.02788	-0.817259
23.24	-5.47565	-8.0279	-0.817174
23.25	-5.47466	-8.02792	-0.817086
23.26	-5.47367	-8.02794	-0.816995
23.27	-5.47269	-8.02796	-0.816901
23.28	-5.47172	-8.02798	-0.816804
23.29	-5.47075	-8.02799	-0.816704
23.3	-5.46979	-8.02801	-0.8166
23.31	-5.46884	-8.02802	-0.816494
23.32	-5.4679	-8.02803	-0.816385
23.33	-5.46696	-8.02804	-0.816273
23.34	-5.46603	-8.02804	-0.816159
23.35	-5.46511	-8.02805	-0.816042
23.36	-5.4642	-8.02805	-0.815923
23.37	-5.4633	-8.02805	-0.815801
23.38	-5.46242	-8.02805	-0.815677
23.39	-5.46154	-8.02805	-0.815551
23.4	-5.46067	-8.02805	-0.815423
23.41	-5.45981	-8.02805	-0.815293
23.42	-5.45896	-8.02804	-0.815162
23.43	-5.45812	-8.02803	-0.815028
23.44	-5.4573	-8.02803	-0.814894
23.45	-5.45649	-8.02802	-0.814758
23.46	-5.45569	-8.028	-0.81462
23.47	-5.4549	-8.02799	-0.814482
23.48	-5.45412	-8.02798	-0.814343
23.49	-5.45336	-8.02796	-0.814203
23.5	-5.45261	-8.02794	-0.814062
23.51	-5.45187	-8.02792	-0.813921
23.52	-5.45115	-8.0279	-0.81378
23.53	-5.45044	-8.02788	-0.813639
23.54	-5.44975	-8.02786	-0.813497
23.55	-5.44906	-8.02783	-0.813356
23.56	-5.4484	-8.02781	-0.813215
23.57	-5.44775	-8.02778	-0.813075
23.58	-5.44711	-8.02775	-0.812935
23.59	-5.44649	-8.02772	-0.812797
23.6	-5.44588	-8.02769	-0.812659
23.61	-5.44529	-8.02766	-0.812522
23.62	-5.44471	-8.02763	-0.812386
23.63	-5.44415	-8.02759	-0.812252
23.64	-5.44361	-8.02756	-0.81212
23.65	-5.44308	-8.02752	-0.811989
23.66	-5.44257	-8.02748	-0.81186
23.67	-5.44207	-8.02744	-0.811734
23.68	-5.4416	-8.0274	-0.811609
23.69	-5.44113	-8.02736	-0.811487
23.7	-5.44069	-8.02732	-0.811367
23.71	-5.44026	-8.02728	-0.811249
23.72	-5.43985	-8.02724	-0.811134
23.73	-5.43946	-8.02719	-0.811022
23.74	-5.43908	-8.02714	-0.810913
23.75	-5.43872	-8.0271	-0.810807
23.76	-5.43838	-8.02705	-0.810704
23.77	-5.43805	-8.027	-0.810604
23.78	-5.43775	-8.02695	-0.810508
23.79	-5.43746	-8.0269	-0.810415
23.8	-5.43719	-8.02685	-0.810325
23.81	-5.43693	-8.0268	-0.810239
23.82	-5.4367	-8.02675	-0.810156
23.83	-5.43648	-8.0267	-0.810077
23.84	-5.43628	-8.02665	-0.810002
23.85	-5.4361	-8.02659	-0.809931
23.86	-5.43594	-8.02654	-0.809863
23.87	-5.43579	-8.02648	-0.8098
23.88	-5.43567	-8.02643	-0.80974
23.89	-5.43556	-8.02637	-0.809684
23.9	-5.43547	-8.02631	-0.809633
23.91	-5.43539	-8.02626	-0.809585
23.92	-5.43534	-8.0262	-0.809541
23.93	-5.4353	-8.02614	-0.809501
23.94	-5.43529	-8.02609	-0.809466
23.95	-5.43529	-8.02603	-0.809434
23.96	-5.43531	-8.02597	-0.809406
23.97	-5.43534	-8.02591	-0.809382
23.98	-5.4354	-8.02585	-0.809363
23.99	-5.43547	-8.02579	-0.809347
24	-5.43556	-8.02573	-0.809335
24.01	-5.43567	-8.02567	-0.809327
24.02	-5.43579	-8.02561	-0.809323
24.03	-5.43594	-8.02555	-0.809323
24.04	-5.4361	-8.02549	-0.809326
24.05	-5.43628	-8.02543	-0.809333
24.06	-5.43648	-8.02537	-0.809344
24.07	-5.43669	-8.02531	-0.809358
24.08	-5.43692	-8.02524	-0.809376
24.09	-5.43717	-8.02518	-0.809398
24.1	-5.43744	-8.02512	-0.809423
24.11	-5.43772	-8.02506	-0.809451
24.12	-5.43802	-8.025	-0.809483
24.13	-5.43833	-8.02494	-0.809518
24.14	-5.43867	-8.02488	-0.809556
24.15	-5.43902	-8.02482	-0.809597
24.16	-5.43938	-8.02476	-0.809641
24.17	-5.43976	-8.02469	-0.809688
24.18	-5.44016	-8.02463	-0.809737
24.19	-5.44058	-8.02457	-0.80979
24.2	-5.44101	-8.02451	-0.809845
24.21	-5.44145	-8.02445	-0.809903
24.22	-5.44191	-8.02439	-0.809963
24.23	-5.44239	-8.02433	-0.810026
24.24	-5.44288	-8.02427	-0.810091
24.25	-5.44338	-8.02421	-0.810159
24.26	-5.4439	-8.02415	-0.810228
24.27	-5.44444	-8.02409	-0.8103
24.28	-5.44499	-8.02403	-0.810374
24.29	-5.44555	-8.02398	-0.81045
24.3	-5.44613	-8.02392	-0.810527
24.31	-5.44672	-8.02386	-0.810607
24.32	-5.44732	-8.0238	-0.810688
24.33	-5.44794	-8.02375	-0.810771
24.34	-5.44857	-8.02369	-0.810856
24.35	-5.44921	-8.02363	-0.810942
24.36	-5.44987	-8.02358	-0.811029
24.37	-5.45054	-8.02352	-0.811118
24.38	-5.45122	-8.02347	-0.811208
24.39	-5.45191	-8.02342	-0.8113
24.4	-5.45261	-8.02336	-0.811393
24.41	-5.45333	-8.02331	-0.811487
24.42	-5.45405	-8.02326	-0.811582
24.43	-5.45479	-8.02321	-0.811678
24.44	-5.45554	-8.02316	-0.811775
24.45	-5.4563	-8.02311	-0.811873
24.46	-5.45706	-8.02306	-0.811971
24.47	-5.45784	-8.02301	-0.812071
24.48	-5.45863	-8.02296	-0.812171
24.49	-5.45942	-8.02291	-0.812272
24.5	-5.46023	-8.02287	-0.812373
24.51	-5.46104	-8.02282	-0.812476
24.52	-5.46186	-8.02278	-0.812578
24.53	-5.46269	-8.02273	-0.812681
24.54	-5.46353	-8.02269	-0.812785
24.55	-5.46437	-8.02265	-0.812888
24.56	-5.46523	-8.02261	-0.812992
24.57	-5.46609	-8.02257	-0.813097
24.58	-5.46695	-8.02253	-0.813201
24.59	-5.46782	-8.02249	-0.813306
24.6	-5.4687	-8.02245	-0.81341
24.61	-5.46959	-8.02241	-0.813515
24.62	-5.47048	-8.02238	-0.813619
24.63	-5.47137	-8.02235	-0.813723
24.64	-5.47227	-8.02231	-0.813828
24.65	-5.47317	-8.02228	-0.813931
24.66	-5.47408	-8.02225	-0.814035
24.67	-5.47499	-8.02222	-0.814138
24.68	-5.47591	-8.02219	-0.814241
24.69	-5.47683	-8.02216	-0.814343
24.7	-5.47775	-8.02214	-0.814444
24.71	-5.47868	-8.02211	-0.814545
24.72	-5.4796	-8.02209	-0.814645
24.73	-5.48053	-8.02206	-0.814745
24.74	-5.48146	-8.02204	-0.814843
24.75	-5.48239	-8.02202	-0.814941
24.76	-5.48333	-8.022	-0.815037
24.77	-5.48426	-8.02198	-0.815133
24.78	-5.4852	-8.02197	-0.815227
24.79	-5.48613	-8.02195	-0.81532
24.8	-5.48707	-8.02194	-0.815412
24.81	-5.488	-8.02193	-0.815502
24.82	-5.48893	-8.02191	-0.815591
24.83	-5.48986	-8.0219	-0.815678
24.84	-5.4908	-8.02189	-0.815764
24.85	-5.49172	-8.02189	-0.815849
24.86	-5.49265	-8.02188	-0.815931
24.87	-5.49358	-8.02187	-0.816012
24.88	-5.4945	-8.02187	-0.816091
24.89	-5.49542	-8.02187	-0.816168
24.9	-5.49633	-8.02186	-0.816243
24.91	-5.49725	-8.02186	-0.816315
24.92	-5.49816	-8.02186	-0.816386
24.93	-5.49906	-8.02187	-0.816455
24.94	-5.49996	-8.02187	-0.816521
24.95	-5.50086	-8.02188	-0.816585
24.96	-5.50175	-8.02188	-0.816646
24.97	-5.50263	-8.02189	-0.816705
24.98	-5.50351	-8.0219	-0.816762
24.99	-5.50439	-8.02191	-0.816816
25	-5.50525	-8.02192	-0.816867
